premium,premium_monthly,premium_quaterly,premium_half_yearly,SA,Plan,Company,claim_ratio,plan_description,plan_features_1,plan_features_2,plan_features_3,age,Term,Type Of Policy,combined
6143,525,,3110,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,6,Term Life Insurance,Premium:6143 premium_monthly:525 premium_quaterly:nan premium_quaterly:3110 Sum Assured:5000000 age:21 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
6435,563,1673.0,3282,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,6,Term Life Insurance,Premium:6435 premium_monthly:563 premium_quaterly:1673.0 premium_quaterly:3282 Sum Assured:5000000 age:21 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
7547,664,1970.0,3872,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,10,Term Life Insurance,Premium:7547 premium_monthly:664 premium_quaterly:1970.0 premium_quaterly:3872 Sum Assured:7500000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
7447,645,1917.0,3760,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,10,Term Life Insurance,Premium:7447 premium_monthly:645 premium_quaterly:1917.0 premium_quaterly:3760 Sum Assured:7500000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
7729,682,2010.0,3942,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,10,Term Life Insurance,Premium:7729 premium_monthly:682 premium_quaterly:2010.0 premium_quaterly:3942 Sum Assured:7500000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
7164,612,,3627,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,10,Term Life Insurance,Premium:7164 premium_monthly:612 premium_quaterly:nan premium_quaterly:3627 Sum Assured:7500000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
7569,662,1968.0,3860,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,10,Term Life Insurance,Premium:7569 premium_monthly:662 premium_quaterly:1968.0 premium_quaterly:3860 Sum Assured:7500000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
6549,578,1703.0,3341,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,7,Term Life Insurance,Premium:6549 premium_monthly:578 premium_quaterly:1703.0 premium_quaterly:3341 Sum Assured:5000000 age:21 Term:7 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
5775,493,,2924,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,7,Term Life Insurance,Premium:5775 premium_monthly:493 premium_quaterly:nan premium_quaterly:2924 Sum Assured:5000000 age:21 Term:7 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
8050,708,2101.0,4129,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,11,Term Life Insurance,Premium:8050 premium_monthly:708 premium_quaterly:2101.0 premium_quaterly:4129 Sum Assured:10000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
5623,487,1447.0,2839,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,11,Term Life Insurance,Premium:5623 premium_monthly:487 premium_quaterly:1447.0 premium_quaterly:2839 Sum Assured:10000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
8732,771,2270.0,4453,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,11,Term Life Insurance,Premium:8732 premium_monthly:771 premium_quaterly:2270.0 premium_quaterly:4453 Sum Assured:10000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8105,692,,4103,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,11,Term Life Insurance,Premium:8105 premium_monthly:692 premium_quaterly:nan premium_quaterly:4103 Sum Assured:10000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
9000,787,2340.0,4590,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,11,Term Life Insurance,Premium:9000 premium_monthly:787 premium_quaterly:2340.0 premium_quaterly:4590 Sum Assured:10000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
7523,664,1956.0,3836,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,6,Term Life Insurance,Premium:7523 premium_monthly:664 premium_quaterly:1956.0 premium_quaterly:3836 Sum Assured:7500000 age:21 Term:6 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8154,696,,4128,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,6,Term Life Insurance,Premium:8154 premium_monthly:696 premium_quaterly:nan premium_quaterly:4128 Sum Assured:7500000 age:21 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
8780,768,2283.0,4478,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,6,Term Life Insurance,Premium:8780 premium_monthly:768 premium_quaterly:2283.0 premium_quaterly:4478 Sum Assured:7500000 age:21 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
7547,664,1970.0,3872,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,14,Term Life Insurance,Premium:7547 premium_monthly:664 premium_quaterly:1970.0 premium_quaterly:3872 Sum Assured:7500000 age:21 Term:14 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
7452,645,1918.0,3762,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,14,Term Life Insurance,Premium:7452 premium_monthly:645 premium_quaterly:1918.0 premium_quaterly:3762 Sum Assured:7500000 age:21 Term:14 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
7729,682,2010.0,3942,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,14,Term Life Insurance,Premium:7729 premium_monthly:682 premium_quaterly:2010.0 premium_quaterly:3942 Sum Assured:7500000 age:21 Term:14 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
6907,590,,3496,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,14,Term Life Insurance,Premium:6907 premium_monthly:590 premium_quaterly:nan premium_quaterly:3496 Sum Assured:7500000 age:21 Term:14 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
7235,632,1881.0,3690,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,14,Term Life Insurance,Premium:7235 premium_monthly:632 premium_quaterly:1881.0 premium_quaterly:3690 Sum Assured:7500000 age:21 Term:14 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
7547,664,1970.0,3872,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,13,Term Life Insurance,Premium:7547 premium_monthly:664 premium_quaterly:1970.0 premium_quaterly:3872 Sum Assured:7500000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
7729,682,2010.0,3942,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,13,Term Life Insurance,Premium:7729 premium_monthly:682 premium_quaterly:2010.0 premium_quaterly:3942 Sum Assured:7500000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
6960,594,,3524,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,13,Term Life Insurance,Premium:6960 premium_monthly:594 premium_quaterly:nan premium_quaterly:3524 Sum Assured:7500000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
7305,640,1900.0,3725,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,13,Term Life Insurance,Premium:7305 premium_monthly:640 premium_quaterly:1900.0 premium_quaterly:3725 Sum Assured:7500000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
5032,443,1313.0,2581,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,10,Term Life Insurance,Premium:5032 premium_monthly:443 premium_quaterly:1313.0 premium_quaterly:2581 Sum Assured:5000000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
4965,430,1278.0,2507,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,10,Term Life Insurance,Premium:4965 premium_monthly:430 premium_quaterly:1278.0 premium_quaterly:2507 Sum Assured:5000000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
6726,594,1749.0,3430,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,10,Term Life Insurance,Premium:6726 premium_monthly:594 premium_quaterly:1749.0 premium_quaterly:3430 Sum Assured:5000000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
5292,452,,2679,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,10,Term Life Insurance,Premium:5292 premium_monthly:452 premium_quaterly:nan premium_quaterly:2679 Sum Assured:5000000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
5522,484,1436.0,2817,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,10,Term Life Insurance,Premium:5522 premium_monthly:484 premium_quaterly:1436.0 premium_quaterly:2817 Sum Assured:5000000 age:21 Term:10 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
8614,761,2240.0,4393,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,8,Term Life Insurance,Premium:8614 premium_monthly:761 premium_quaterly:2240.0 premium_quaterly:4393 Sum Assured:10000000 age:21 Term:8 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8547,730,,4327,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,8,Term Life Insurance,Premium:8547 premium_monthly:730 premium_quaterly:nan premium_quaterly:4327 Sum Assured:10000000 age:21 Term:8 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
9514,832,2473.0,4852,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,8,Term Life Insurance,Premium:9514 premium_monthly:832 premium_quaterly:2473.0 premium_quaterly:4852 Sum Assured:10000000 age:21 Term:8 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
8614,761,2240.0,4393,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,22,9,Term Life Insurance,Premium:8614 premium_monthly:761 premium_quaterly:2240.0 premium_quaterly:4393 Sum Assured:10000000 age:22 Term:9 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8332,711,,4218,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,22,9,Term Life Insurance,Premium:8332 premium_monthly:711 premium_quaterly:nan premium_quaterly:4218 Sum Assured:10000000 age:22 Term:9 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
9268,811,2410.0,4726,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,22,9,Term Life Insurance,Premium:9268 premium_monthly:811 premium_quaterly:2410.0 premium_quaterly:4726 Sum Assured:10000000 age:22 Term:9 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
7547,664,1970.0,3872,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,22,14,Term Life Insurance,Premium:7547 premium_monthly:664 premium_quaterly:1970.0 premium_quaterly:3872 Sum Assured:7500000 age:22 Term:14 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
7452,645,1918.0,3762,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,22,14,Term Life Insurance,Premium:7452 premium_monthly:645 premium_quaterly:1918.0 premium_quaterly:3762 Sum Assured:7500000 age:22 Term:14 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
7729,682,2010.0,3942,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,22,14,Term Life Insurance,Premium:7729 premium_monthly:682 premium_quaterly:2010.0 premium_quaterly:3942 Sum Assured:7500000 age:22 Term:14 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
6907,590,,3496,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,22,14,Term Life Insurance,Premium:6907 premium_monthly:590 premium_quaterly:nan premium_quaterly:3496 Sum Assured:7500000 age:22 Term:14 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
7235,632,1881.0,3690,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,22,14,Term Life Insurance,Premium:7235 premium_monthly:632 premium_quaterly:1881.0 premium_quaterly:3690 Sum Assured:7500000 age:22 Term:14 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
5032,443,1313.0,2581,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,13,Term Life Insurance,Premium:5032 premium_monthly:443 premium_quaterly:1313.0 premium_quaterly:2581 Sum Assured:5000000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
4967,430,1279.0,2508,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,13,Term Life Insurance,Premium:4967 premium_monthly:430 premium_quaterly:1279.0 premium_quaterly:2508 Sum Assured:5000000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
6726,594,1749.0,3430,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,13,Term Life Insurance,Premium:6726 premium_monthly:594 premium_quaterly:1749.0 premium_quaterly:3430 Sum Assured:5000000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
5114,437,,2589,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,13,Term Life Insurance,Premium:5114 premium_monthly:437 premium_quaterly:nan premium_quaterly:2589 Sum Assured:5000000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
5336,467,1388.0,2721,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,13,Term Life Insurance,Premium:5336 premium_monthly:467 premium_quaterly:1388.0 premium_quaterly:2721 Sum Assured:5000000 age:21 Term:13 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
7434,656,1933.0,3791,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,5,Term Life Insurance,Premium:7434 premium_monthly:656 premium_quaterly:1933.0 premium_quaterly:3791 Sum Assured:7500000 age:21 Term:5 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8926,762,,4519,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,5,Term Life Insurance,Premium:8926 premium_monthly:762 premium_quaterly:nan premium_quaterly:4519 Sum Assured:7500000 age:21 Term:5 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
9634,843,2505.0,4914,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,21,5,Term Life Insurance,Premium:9634 premium_monthly:843 premium_quaterly:2505.0 premium_quaterly:4914 Sum Assured:7500000 age:21 Term:5 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
5032,443,1313.0,2581,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,15,Term Life Insurance,Premium:5032 premium_monthly:443 premium_quaterly:1313.0 premium_quaterly:2581 Sum Assured:5000000 age:21 Term:15 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
4969,430,1279.0,2509,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,15,Term Life Insurance,Premium:4969 premium_monthly:430 premium_quaterly:1279.0 premium_quaterly:2509 Sum Assured:5000000 age:21 Term:15 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
